companyname,ticker,gvkey,datadate,calendar_q,revenue,netincome,rnd,capex,leverage,industry
ARISTA NETWORKS INC,ANET,020748,2023-06-30,2023Q2,1458924000.0,491885000.0,229676000.0,17212000.0,1.39751197678496,45
ARISTA NETWORKS INC,ANET,020748,2023-09-30,2023Q3,1509456000.0,545327000.0,212353000.0,28424000.0,1.3940447817288455,45
ARISTA NETWORKS INC,ANET,020748,2023-12-31,2023Q4,1540437000.0,613636000.0,211481000.0,34434000.0,1.3778535401913186,45
AON PLC,AON,003221,2016-03-31,2016Q1,2276000000.0,325000000.0,,52000000.0,5.014587619225734,40
AON PLC,AON,003221,2016-06-30,2016Q2,2282000000.0,300000000.0,,104000000.0,4.8000359647545405,40
AON PLC,AON,003221,2016-09-30,2016Q3,2201000000.0,319000000.0,,153000000.0,4.596286858390972,40
AON PLC,AON,003221,2016-12-31,2016Q4,2650000000.0,452000000.0,,222000000.0,4.811099060014461,40
AON PLC,AON,003221,2017-03-31,2017Q1,2381000000.0,291000000.0,,34000000.0,4.631307929969104,40
AON PLC,AON,003221,2017-06-30,2017Q2,2368000000.0,769000000.0,,82000000.0,4.896272285251215,40
AON PLC,AON,003221,2017-09-30,2017Q3,2340000000.0,185000000.0,,125000000.0,4.940728035067658,40
AON PLC,AON,003221,2017-12-31,2017Q4,2909000000.0,-19000000.0,,183000000.0,5.612736660929432,40
AON PLC,AON,003221,2018-03-31,2018Q1,3090000000.0,594000000.0,,45000000.0,5.171216341689879,40
AON PLC,AON,003221,2018-06-30,2018Q2,2561000000.0,48000000.0,,111000000.0,5.893676916414032,40
AON PLC,AON,003221,2018-09-30,2018Q3,2349000000.0,147000000.0,,179000000.0,5.9154343807763405,40
AON PLC,AON,003221,2018-12-31,2018Q4,2770000000.0,345000000.0,,240000000.0,6.262621474283005,40
AON PLC,AON,003221,2019-03-31,2019Q1,3143000000.0,659000000.0,,57000000.0,5.992389962978199,40
AON PLC,AON,003221,2019-06-30,2019Q2,2606000000.0,277000000.0,,106000000.0,7.617429082545361,40
AON PLC,AON,003221,2019-09-30,2019Q3,2379000000.0,222000000.0,,167000000.0,7.909856781802865,40
AON PLC,AON,003221,2019-12-31,2019Q4,2885000000.0,374000000.0,,225000000.0,8.525659611481588,40
AON PLC,AON,003221,2020-03-31,2020Q1,3219000000.0,772000000.0,,59000000.0,9.288957055214723,40
AON PLC,AON,003221,2020-06-30,2020Q2,2497000000.0,398000000.0,,89000000.0,8.658998646820027,40
AON PLC,AON,003221,2020-09-30,2020Q3,2385000000.0,275000000.0,,119000000.0,8.662707182320442,40
AON PLC,AON,003221,2020-12-31,2020Q4,2965000000.0,524000000.0,,141000000.0,8.9628802679319,40
AON PLC,AON,003221,2021-03-31,2021Q1,3525000000.0,913000000.0,,29000000.0,7.3778949782160055,40
AON PLC,AON,003221,2021-06-30,2021Q2,2886000000.0,379000000.0,,70000000.0,7.571710094153711,40
AON PLC,AON,003221,2021-09-30,2021Q3,2702000000.0,-900000000.0,,102000000.0,13.83906046107003,40
AON PLC,AON,003221,2021-12-31,2021Q4,3080000000.0,863000000.0,,137000000.0,27.56217616580311,40
AON PLC,AON,003221,2022-03-31,2022Q1,3670000000.0,1023000000.0,,23000000.0,25.9419054996127,40
AON PLC,AON,003221,2022-06-30,2022Q2,2983000000.0,501000000.0,,68000000.0,44.06091370558376,40
AON PLC,AON,003221,2022-09-30,2022Q3,2696000000.0,408000000.0,,126000000.0,-46.60149253731343,40
AON PLC,AON,003221,2022-12-31,2022Q4,3130000000.0,657000000.0,,196000000.0,-76.23310023310023,40
AON PLC,AON,003221,2023-03-31,2023Q1,3871000000.0,1050000000.0,,76000000.0,590.5689655172414,40
AON PLC,AON,003221,2023-06-30,2023Q2,3177000000.0,560000000.0,,145000000.0,222.52469135802468,40
AON PLC,AON,003221,2023-09-30,2023Q3,2953000000.0,456000000.0,,203000000.0,-68.13168724279835,40
AON PLC,AON,003221,2023-12-31,2023Q4,3375000000.0,498000000.0,,252000000.0,-45.76684636118598,40
SMITH (A.O.),AOS,009771,2016-03-31,2016Q1,636900000.0,73500000.0,,19400000.0,1.7927629354075076,20
SMITH (A.O.),AOS,009771,2016-06-30,2016Q2,667000000.0,87100000.0,,37700000.0,1.804686972377929,20
SMITH (A.O.),AOS,009771,2016-09-30,2016Q3,683900000.0,83200000.0,,58700000.0,1.8513371788148927,20
SMITH (A.O.),AOS,009771,2016-12-31,2016Q4,698100000.0,82700000.0,80100000.0,80700000.0,1.9078730284432126,20
SMITH (A.O.),AOS,009771,2017-03-31,2017Q1,740000000.0,87700000.0,,16800000.0,1.8770429009193053,20
SMITH (A.O.),AOS,009771,2017-06-30,2017Q2,738200000.0,92400000.0,,36300000.0,1.8491665117431988,20
SMITH (A.O.),AOS,009771,2017-09-30,2017Q3,749900000.0,93700000.0,,66400000.00000001,1.8636172639414128,20
SMITH (A.O.),AOS,009771,2017-12-31,2017Q4,768600000.0,22700000.0,86400000.0,94200000.0,1.9391678796700633,20
SMITH (A.O.),AOS,009771,2018-03-31,2018Q1,788000000.0,98800000.0,,17300000.0,1.8186022008897214,20
SMITH (A.O.),AOS,009771,2018-06-30,2018Q2,833300000.0,114500000.0,,39500000.0,1.783101196324337,20
SMITH (A.O.),AOS,009771,2018-09-30,2018Q3,754100000.0,104600000.0,,58500000.0,1.7225828493337887,20
SMITH (A.O.),AOS,009771,2018-12-31,2018Q4,812500000.0,126300000.0,94000000.0,85200000.0,1.7888759464181712,20
SMITH (A.O.),AOS,009771,2019-03-31,2019Q1,748200000.0,89300000.0,,20900000.0,1.797107249028127,20
SMITH (A.O.),AOS,009771,2019-06-30,2019Q2,765400000.0,102100000.0,,36500000.0,1.8408208219813345,20
SMITH (A.O.),AOS,009771,2019-09-30,2019Q3,728200000.0,87300000.0,,50300000.0,1.8523729018234514,20
SMITH (A.O.),AOS,009771,2019-12-31,2019Q4,750900000.0,91300000.0,87900000.0,64400000.00000001,1.8346532277417806,20
SMITH (A.O.),AOS,009771,2020-03-31,2020Q1,636900000.0,51700000.0,,12800000.0,1.8455732227927983,20
SMITH (A.O.),AOS,009771,2020-06-30,2020Q2,663900000.0,67800000.0,,24800000.0,1.7997708220252095,20
SMITH (A.O.),AOS,009771,2020-09-30,2020Q3,760000000.0,105400000.0,,36700000.0,1.7005895483944824,20
SMITH (A.O.),AOS,009771,2020-12-31,2020Q4,834500000.0,120000000.0,80700000.0,56800000.0,1.710057891035005,20
SMITH (A.O.),AOS,009771,2021-03-31,2021Q1,769000000.0,97700000.0,,17100000.0,1.680259599783667,20
SMITH (A.O.),AOS,009771,2021-06-30,2021Q2,859800000.0,118200000.0,,30700000.0,1.7288994108902713,20
SMITH (A.O.),AOS,009771,2021-09-30,2021Q3,914600000.0,131600000.0,,45300000.0,1.7400474558397048,20
SMITH (A.O.),AOS,009771,2021-12-31,2021Q4,995500000.0,139600000.0,94200000.0,75100000.0,1.896299530618928,20
SMITH (A.O.),AOS,009771,2022-03-31,2022Q1,977700000.0,119800000.0,,12900000.0,1.8988888274642046,20
SMITH (A.O.),AOS,009771,2022-06-30,2022Q2,965900000.0,126200000.0,,30700000.0,1.8529428172942817,20
SMITH (A.O.),AOS,009771,2022-09-30,2022Q3,874200000.0,109800000.0,,50900000.0,1.849124613800206,20
SMITH (A.O.),AOS,009771,2022-12-31,2022Q4,936100000.0,-120100000.0,89000000.0,70300000.0,1.9066773473708303,20
SMITH (A.O.),AOS,009771,2023-03-31,2023Q1,966400000.0,126900000.0,,10700000.0,1.8636465199419059,20
SMITH (A.O.),AOS,009771,2023-06-30,2023Q2,960800000.0,157000000.0,,24200000.0,1.72039822071595,20
SMITH (A.O.),AOS,009771,2023-09-30,2023Q3,937500000.0,135400000.0,,42700000.0,1.7000106247343816,20
SMITH (A.O.),AOS,009771,2023-12-31,2023Q4,988100000.0,137300000.0,97500000.0,72600000.0,1.7425178919973976,20
APA CORP,APA,001678,2016-03-31,2016Q1,1087000000.0,-372000000.0,,602000000.0,4.974395047833427,10
APA CORP,APA,001678,2016-06-30,2016Q2,1386000000.0,-244000000.0,,1043000000.0,2.7996780128794847,10
APA CORP,APA,001678,2016-09-30,2016Q3,1439000000.0,-607000000.0,,1483000000.0,2.9121902126053594,10
APA CORP,APA,001678,2016-12-31,2016Q4,1455000000.0,-182000000.0,,1949000000.0,2.932543299908842,10
APA CORP,APA,001678,2017-03-31,2017Q1,1512000000.0,213000000.0,,513000000.0,2.890195577144318,10
APA CORP,APA,001678,2017-06-30,2017Q2,1387000000.0,572000000.0,,1224000000.0,2.7346642468239564,10
APA CORP,APA,001678,2017-09-30,2017Q3,1279000000.0,63000000.0,,1997000000.0,2.606541721379969,10
APA CORP,APA,001678,2017-12-31,2017Q4,1574000000.0,456000000.0,,2760000000.0,2.49368672505972,10
APA CORP,APA,001678,2018-03-31,2018Q1,1735000000.0,145000000.0,,877000000.0,2.45698500394633,10
APA CORP,APA,001678,2018-06-30,2018Q2,1911000000.0,195000000.0,,1894000000.0,2.4357976653696496,10
APA CORP,APA,001678,2018-09-30,2018Q3,1953000000.0,81000000.0,,2836000000.0,2.4446680080482897,10
APA CORP,APA,001678,2018-12-31,2018Q4,1732000000.0,-381000000.0,,3904000000.0,2.4491602360417613,10
APA CORP,APA,001678,2019-03-31,2019Q1,1648000000.0,-47000000.0,,863000000.0,2.526541990939714,10
APA CORP,APA,001678,2019-06-30,2019Q2,1608000000.0,-360000000.0,,1666000000.0,2.6742702967868532,10
APA CORP,APA,001678,2019-09-30,2019Q3,1466000000.0,-170000000.0,,2348000000.0,2.720513472292832,10
APA CORP,APA,001678,2019-12-31,2019Q4,1734000000.0,-2976000000.0,,2961000000.0,4.05531914893617,10
APA CORP,APA,001678,2020-03-31,2020Q1,1241000000.0,-4480000000.0,,531000000.0,-58.73245614035088,10
APA CORP,APA,001678,2020-06-30,2020Q2,577000000.0,-386000000.0,,866000000.0,-20.43867924528302,10
APA CORP,APA,001678,2020-09-30,2020Q3,1136000000.0,-4000000.0,,1105000000.0,-20.211930926216642,10
APA CORP,APA,001678,2020-12-31,2020Q4,1258000000.0,10000000.0,,1302000000.0,-19.76124031007752,10
APA CORP,APA,001678,2021-03-31,2021Q1,2029000000.0,388000000.0,,256000000.0,-50.29501915708812,10
APA CORP,APA,001678,2021-06-30,2021Q2,1643000000.0,316000000.0,,562000000.0,177.78947368421052,10
APA CORP,APA,001678,2021-09-30,2021Q3,2059000000.0,-113000000.0,,798000000.0,-88.73333333333333,10
APA CORP,APA,001678,2021-12-31,2021Q4,2348000000.0,382000000.0,,1113000000.0,-18.553695955369594,10
APA CORP,APA,001678,2022-03-31,2022Q1,2607000000.0,1883000000.0,,379000000.0,14.64319248826291,10
APA CORP,APA,001678,2022-06-30,2022Q2,3015000000.0,926000000.0,,767000000.0,8.587375415282391,10
APA CORP,APA,001678,2022-09-30,2022Q3,2843000000.0,422000000.0,,1761000000.0,8.787234042553191,10
APA CORP,APA,001678,2022-12-31,2022Q4,2496000000.0,443000000.0,,2398000000.0,9.774721189591078,10
APA CORP,APA,001678,2023-03-31,2023Q1,2061000000.0,242000000.0,,549000000.0,9.220516399162596,10
APA CORP,APA,001678,2023-06-30,2023Q2,1847000000.0,381000000.0,,1129000000.0,7.808962264150943,10
APA CORP,APA,001678,2023-09-30,2023Q3,2308000000.0,459000000.0,,1782000000.0,6.428571428571429,10
APA CORP,APA,001678,2023-12-31,2023Q4,2162000000.0,1773000000.0,,2357000000.0,4.130046057978867,10
AIR PRODUCTS & CHEMICALS INC,APD,001209,2016-03-31,2016Q1,1777400000.0,-473300000.0,18200000.0,534799999.99999994,2.3834625909174685,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2016-06-30,2016Q2,1914500000.0,346800000.0,18700000.0,797300000.0,2.3792512743377623,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2016-09-30,2016Q3,1945500000.0,394000000.0,17800000.0,1055800000.0,2.50302215321485,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2016-12-31,2016Q4,1882500000.0,299800000.0,15000000.0,239200000.0,2.1974907383178857,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2017-03-31,2017Q1,1980100000.0,2130000000.0,14800000.0,532200000.00000006,1.897146557397932,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2017-06-30,2017Q2,2121900000.0,101900000.0,14600000.0,806800000.0,1.8773909294524653,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2017-09-30,2017Q3,2203100000.0,468700000.0,13200000.0,1039700000.0,1.8130872318491975,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2017-12-31,2017Q4,2216600000.0,154600000.0,14600000.0,256600000.00000003,1.7642134635507498,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2018-03-31,2018Q1,2155700000.0,416400000.0,14500000.0,572500000.0,1.7311094901432684,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2018-06-30,2018Q2,2259000000.0,473900000.0,15000000.0,1158100000.0,1.7766882516188713,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2018-09-30,2018Q3,2298900000.0,452900000.0,20400000.0,1568400000.0,1.7159793491584872,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2018-12-31,2018Q4,2224000000.0,347500000.0,15000000.0,403400000.0,1.7085884642162201,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2019-03-31,2019Q1,2187700000.0,421300000.0,16900000.0,963500000.0,1.6729401742093641,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2019-06-30,2019Q2,2224000000.0,488000000.0,18100000.0,1507600000.0,1.6656063991267718,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2019-09-30,2019Q3,2283200000.0,503200000.0,22900000.0,1989700000.0,1.6633562515915457,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2019-12-31,2019Q4,2254700000.0,475600000.0,17700000.0,447700000.0,1.6472698620261865,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2020-03-31,2020Q1,2216300000.0,477800000.0,19200000.0,930600000.0,1.6633997799329563,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2020-06-30,2020Q2,2065199999.9999998,446500000.0,19900000.0,2045200000.0,2.0611557462947254,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2020-09-30,2020Q3,2320100000.0,486800000.0,27100000.0,2509000000.0,2.0226872724642573,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2020-12-31,2020Q4,2375200000.0,482000000.0,23500000.0,664200000.0,1.9957389514913668,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2021-03-31,2021Q1,2502000000.0,473100000.0,21100000.0,1227800000.0,1.9915720071870149,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2021-06-30,2021Q2,2604700000.0,533600000.0,23200000.0,1847800000.0,1.945810726674375,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2021-09-30,2021Q3,2841100000.0,610400000.0,25700000.0,2464200000.0,1.9065303804656446,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2021-12-31,2021Q4,2994200000.0,560400000.0,23300000.0,663800000.0,1.8868986337961544,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2022-03-31,2022Q1,2945100000.0,530500000.0,23700000.0,1433600000.0,1.8916868242055862,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2022-06-30,2022Q2,3189300000.0,582100000.0,24800000.0,2139100000.0,1.933707098489698,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2022-09-30,2022Q3,3570000000.0,583100000.0,31100000.0,2926500000.0,1.9845136618402615,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2022-12-31,2022Q4,3174700000.0,572200000.0,24400000.0,834200000.0,1.9478901180652184,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2023-03-31,2023Q1,3200100000.0,439800000.0,27200000.0,1841100000.0,2.003743992593702,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2023-06-30,2023Q2,3033900000.0,595600000.0,29300000.0,3163500000.0,2.0122375688810528,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2023-09-30,2023Q3,3191300000.0,692600000.0,24700000.0,4626400000.0,2.043543227141243,15
AIR PRODUCTS & CHEMICALS INC,APD,001209,2023-12-31,2023Q4,2997400000.0,609300000.0,25700000.0,1445500000.0,2.115319515658034,15
AMPHENOL CORP,APH,014282,2016-03-31,2016Q1,1451200000.0,156600000.0,,41000000.0,2.3041878394953565,45
AMPHENOL CORP,APH,014282,2016-06-30,2016Q2,1548200000.0,206600000.0,,89100000.0,2.2460057640113043,45
AMPHENOL CORP,APH,014282,2016-09-30,2016Q3,1635900000.0,224300000.0,,136300000.0,2.229152795163395,45
AMPHENOL CORP,APH,014282,2016-12-31,2016Q4,1651100000.0,235400000.0,166100000.0,190800000.0,2.2826945287529212,45
AMPHENOL CORP,APH,014282,2017-03-31,2017Q1,1560100000.0,224900000.0,,48700000.0,2.3212924208898724,45
AMPHENOL CORP,APH,014282,2017-06-30,2017Q2,1666500000.0,251500000.0,,100200000.0,2.3424755484052198,45
AMPHENOL CORP,APH,014282,2017-09-30,2017Q3,1840800000.0,277500000.0,,155800000.0,2.33830579417419,45
AMPHENOL CORP,APH,014282,2017-12-31,2017Q4,1943900000.0,-103400000.0,193700000.0,226600000.0,2.4741306820992235,45
AMPHENOL CORP,APH,014282,2018-03-31,2018Q1,1866900000.0,265600000.00000003,,54900000.0,2.3699437989868697,45
AMPHENOL CORP,APH,014282,2018-06-30,2018Q2,1981400000.0,284800000.0,,134100000.0,2.4944394901117346,45
AMPHENOL CORP,APH,014282,2018-09-30,2018Q3,2129000000.0,316500000.0,,208200000.0,2.4036217403103644,45
AMPHENOL CORP,APH,014282,2018-12-31,2018Q4,2224700000.0,338100000.0,220900000.0,310600000.0,2.4715565178878993,45
AMPHENOL CORP,APH,014282,2019-03-31,2019Q1,1958500000.0,267500000.0,,74500000.0,2.4477508152695187,45
AMPHENOL CORP,APH,014282,2019-06-30,2019Q2,2015300000.0,288500000.0,,149900000.0,2.5299771602588503,45
AMPHENOL CORP,APH,014282,2019-09-30,2019Q3,2100600000.0,280300000.0,,223000000.0,2.5370093324784495,45
AMPHENOL CORP,APH,014282,2019-12-31,2019Q4,2151000000.0,318700000.0,234200000.0,295000000.0,2.3531395500630956,45
AMPHENOL CORP,APH,014282,2020-03-31,2020Q1,1862000000.0,242100000.0,,60800000.0,2.716715028004589,45
AMPHENOL CORP,APH,014282,2020-06-30,2020Q2,1987500000.0,257700000.0,,128300000.00000001,2.333999958335937,45
AMPHENOL CORP,APH,014282,2020-09-30,2020Q3,2323400000.0,346600000.0,,204800000.0,2.302338791820105,45
AMPHENOL CORP,APH,014282,2020-12-31,2020Q4,2426000000.0,357000000.0,260700000.0,276800000.0,2.261101634292632,45
AMPHENOL CORP,APH,014282,2021-03-31,2021Q1,2377100000.0,329600000.0,,78400000.0,2.378524729702809,45
AMPHENOL CORP,APH,014282,2021-06-30,2021Q2,2653900000.0,369700000.0,,183300000.0,2.519616496201305,45
AMPHENOL CORP,APH,014282,2021-09-30,2021Q3,2818500000.0,426500000.0,,274200000.0,2.484081415281176,45
AMPHENOL CORP,APH,014282,2021-12-31,2021Q4,3026800000.0,465000000.0,317700000.0,360400000.0,2.3078882407509314,45
AMPHENOL CORP,APH,014282,2022-03-31,2022Q1,2951900000.0,425700000.0,,78100000.0,2.29389265885256,45
AMPHENOL CORP,APH,014282,2022-06-30,2022Q2,3136700000.0,472500000.0,,169200000.0,2.297776755596443,45
AMPHENOL CORP,APH,014282,2022-09-30,2022Q3,3295200000.0,496600000.0,,290200000.0,2.277656252357174,45
AMPHENOL CORP,APH,014282,2022-12-31,2022Q4,3239200000.0,507500000.0,323600000.0,383800000.0,2.1667067222732737,45
AMPHENOL CORP,APH,014282,2023-03-31,2023Q1,2974000000.0,439200000.0,,97700000.0,2.088288801998479,45
AMPHENOL CORP,APH,014282,2023-06-30,2023Q2,3054000000.0,460500000.0,,193100000.0,2.0126933389689468,45
AMPHENOL CORP,APH,014282,2023-09-30,2023Q3,3199200000.0,513900000.0,,267800000.0,1.9906524347881007,45
AMPHENOL CORP,APH,014282,2023-12-31,2023Q4,3327500000.0,514400000.0,342200000.0,372800000.0,1.9684127778174805,45
APOLLO GLOBAL MGMT INC,APO,184254,2016-03-31,2016Q1,120826000.0,-32828000.000000004,,2309000.0,3.673790263472267,40
APOLLO GLOBAL MGMT INC,APO,184254,2016-06-30,2016Q2,660447000.0,174092000.0,,3703000.0,3.4080633203297523,40
APOLLO GLOBAL MGMT INC,APO,184254,2016-09-30,2016Q3,503731000.0,94619000.0,,4921000.0,3.408240293258591,40
APOLLO GLOBAL MGMT INC,APO,184254,2016-12-31,2016Q4,685380000.0,166967000.0,,6356000.0,3.0144410150744725,40
APOLLO GLOBAL MGMT INC,APO,184254,2017-03-31,2017Q1,643551000.0,145196000.0,,1002000.0,2.6670018753798783,40
APOLLO GLOBAL MGMT INC,APO,184254,2017-06-30,2017Q2,432872000.0,91680000.0,,3616000.0,2.6440386403466274,40
APOLLO GLOBAL MGMT INC,APO,184254,2017-09-30,2017Q3,664232000.0,202952000.0,,5929000.0,2.646758871489512,40
APOLLO GLOBAL MGMT INC,APO,184254,2017-12-31,2017Q4,869518000.0,189276000.0,,8529000.0,2.4125473290735444,40
APOLLO GLOBAL MGMT INC,APO,184254,2018-03-31,2018Q1,166903000.0,-58262000.0,,2174000.0,2.3904644903115364,40
APOLLO GLOBAL MGMT INC,APO,184254,2018-06-30,2018Q2,523316000.00000006,63610000.0,,5108000.0,2.352610598881564,40
APOLLO GLOBAL MGMT INC,APO,184254,2018-09-30,2018Q3,517731000.0,171521000.0,,10010000.0,2.328843096917025,40
APOLLO GLOBAL MGMT INC,APO,184254,2018-12-31,2018Q4,-114885000.0,-187245000.0,,14741000.0,2.4437377642913076,40
APOLLO GLOBAL MGMT INC,APO,184254,2019-03-31,2019Q1,677777000.0,149057000.0,,4898000.0,2.752186517295598,40
APOLLO GLOBAL MGMT INC,APO,184254,2019-06-30,2019Q2,636579000.0,164823000.0,,9624000.0,2.891882297844541,40
APOLLO GLOBAL MGMT INC,APO,184254,2019-09-30,2019Q3,702721000.0,363270000.0,,18600000.0,2.837113135120511,40
APOLLO GLOBAL MGMT INC,APO,184254,2019-12-31,2019Q4,914772000.0,166043000.0,,39495000.0,2.811639210605745,40
APOLLO GLOBAL MGMT INC,APO,184254,2020-03-31,2020Q1,-1469086000.0,-996218000.0,,18168000.0,4.664943810205902,40
APOLLO GLOBAL MGMT INC,APO,184254,2020-06-30,2020Q2,1508335000.0,446329000.0,,37619000.0,4.233539536301459,40
APOLLO GLOBAL MGMT INC,APO,184254,2020-09-30,2020Q3,1018274000.0,272399000.0,,48084000.0,4.4468494181433105,40
APOLLO GLOBAL MGMT INC,APO,184254,2020-12-31,2020Q4,1296496000.0,434104000.0,,59562000.0,4.293117161289059,40
APOLLO GLOBAL MGMT INC,APO,184254,2021-03-31,2021Q1,2294700000.0,678890000.0,,5504000.0,3.6555911658636453,40
APOLLO GLOBAL MGMT INC,APO,184254,2021-06-30,2021Q2,1382325000.0,657727000.0,,13246000.0,3.353615097105792,40
APOLLO GLOBAL MGMT INC,APO,184254,2021-09-30,2021Q3,1079298000.0,258322000.0,,27729000.0,3.338505046881389,40
APOLLO GLOBAL MGMT INC,APO,184254,2021-12-31,2021Q4,1195275000.0,243552000.0,,64738000.0,2.9920344237199252,40
APOLLO GLOBAL MGMT INC,APO,184254,2022-03-31,2022Q1,862000000.0,-401000000.0,,0.0,14.147284725227175,40
APOLLO GLOBAL MGMT INC,APO,184254,2022-06-30,2022Q2,2286000000.0,-1637000000.0,,0.0,34.62559374126851,40
APOLLO GLOBAL MGMT INC,APO,184254,2022-09-30,2022Q3,2979000000.0,-563000000.0,,0.0,134.4468313641246,40
APOLLO GLOBAL MGMT INC,APO,184254,2022-12-31,2022Q4,4841000000.0,640000000.0,,0.0,41.84815233177344,40
APOLLO GLOBAL MGMT INC,APO,184254,2023-03-31,2023Q1,5301000000.0,1010000000.0,,0.0,16.194823867721063,40
APOLLO GLOBAL MGMT INC,APO,184254,2023-06-30,2023Q2,13702000000.0,599000000.0,,0.0,16.546414740053983,40
APOLLO GLOBAL MGMT INC,APO,184254,2023-09-30,2023Q3,2595000000.0,682000000.0,,0.0,16.024611032531826,40
APOLLO GLOBAL MGMT INC,APO,184254,2023-12-31,2023Q4,11046000000.0,2756000000.0,,0.0,12.423730828676733,40
APPLOVIN CORP,APP,038212,2019-03-31,2019Q1,206241000.0,21520000.0,6845000.0,,,45
APPLOVIN CORP,APP,038212,2019-06-30,2019Q2,248452000.0,35480000.0,10522000.0,,,45
APPLOVIN CORP,APP,038212,2019-09-30,2019Q3,260596999.99999997,23008000.0,12243000.0,,,45
APPLOVIN CORP,APP,038212,2019-12-31,2019Q4,278814000.0,39032000.0,15356000.0,3358000.0,-4.686826442995397,45
APPLOVIN CORP,APP,038212,2020-03-31,2020Q1,260178000.0,4664000.0,19112000.0,,,45
APPLOVIN CORP,APP,038212,2020-06-30,2020Q2,299331000.0,-21711000.0,29702000.0,,,45
APPLOVIN CORP,APP,038212,2020-09-30,2020Q3,381740000.0,-89914000.0,51136000.0,,,45
APPLOVIN CORP,APP,038212,2020-12-31,2020Q4,509837000.0,-18226000.0,80702000.0,3241000.0,-13.589788388154783,45
APPLOVIN CORP,APP,038212,2021-03-31,2021Q1,603877000.0,-10521000.0,60876000.0,121000.0,-20.168175908045267,45
APPLOVIN CORP,APP,038212,2021-06-30,2021Q2,668806000.0,14423000.0,77462000.0,2170000.0,2.3027318453961843,45
APPLOVIN CORP,APP,038212,2021-09-30,2021Q3,726951000.0,178000.0,108523000.0,3821000.0,2.229198866406482,45
APPLOVIN CORP,APP,038212,2021-12-31,2021Q4,793470000.0,31366000.0,119541000.0,5457000.0,2.8827500245546256,45
APPLOVIN CORP,APP,038212,2022-03-31,2022Q1,835056000.0,-115257000.0,126250000.0,1943000.0,3.0647559130246806,45
APPLOVIN CORP,APP,038212,2022-06-30,2022Q2,776231000.0,-21748000.0,141108000.0,3008000.0,3.109745041750233,45
APPLOVIN CORP,APP,038212,2022-09-30,2022Q3,713099000.0,23771000.0,122059000.0,5167000.0,3.084856703484028,45
APPLOVIN CORP,APP,038212,2022-12-31,2022Q4,702307000.0,-79512000.0,118190000.0,6611000.0,3.073483307991845,45
APPLOVIN CORP,APP,038212,2023-03-31,2023Q1,715405000.0,-4518000.0,144851000.0,2197000.0,3.1159287467475694,45
APPLOVIN CORP,APP,038212,2023-06-30,2023Q2,750165000.0,80357000.0,137424000.0,8252000.000000001,3.612837748780809,45
APPLOVIN CORP,APP,038212,2023-09-30,2023Q3,864256000.0,108639000.0,159288000.0,10525000.0,4.567689064510536,45
APPLOVIN CORP,APP,038212,2023-12-31,2023Q4,953261000.0,172233000.0,150823000.0,4246000.0,4.26575124827971,45
APTIV PLC,APTV,118122,2016-03-31,2016Q1,4051000000.0,425000000.0,,240000000.0,4.565431164901664,25
APTIV PLC,APTV,118122,2016-06-30,2016Q2,4206000000.0,258000000.0,,412000000.0,4.316606498194946,25
APTIV PLC,APTV,118122,2016-09-30,2016Q3,824000000.0,293000000.0,,614000000.0,4.149948647723383,25
APTIV PLC,APTV,118122,2016-12-31,2016Q4,3193000000.0,281000000.0,788000000.0,828000000.0,4.448787549764749,25
APTIV PLC,APTV,118122,2017-03-31,2017Q1,3143000000.0,335000000.0,,215000000.0,4.237707697524584,25
APTIV PLC,APTV,118122,2017-06-30,2017Q2,3153000000.0,369000000.0,,393000000.0,3.974429223744292,25
